timestamp,id_albero,lat,long,Circoscrizione,Quartiere,UPL,Altezza complessiva [m],Altezza della base della chioma [m],id_operatore ,nome_operatore,ruolo_operatore,ora_controllo,nido_visibile,richiami,andirivieni,esito,note,firma_operatore,firma_capocantiere,url_foto_1,url_foto_2,url_foto_3,url_pdf
2026-06-02T14:40:02.000Z,2004,38.19160075,13.32240596,VII,Partanna Mondello,Partanna Mondello,8.77,1.69,OP-05,Carlo Verdi,Operatore,14:40:00,Si,Si,Si,STATO DI NECESSITÀ,Ispezione effettuata in condizioni di buona visibilità.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2004_2026-06-02_14-40-02/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2004_2026-06-02_14-40-02/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2004_2026-06-02_14-40-02/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2004_2026-06-02_14-40-02.pdf
2026-06-02T15:20:59.000Z,2038,38.19317878,13.32662747,VII,Partanna Mondello,Partanna Mondello,2.11,0.95,OP-05,Carlo Verdi,Operatore,15:20:00,Si,No,Si,STATO DI NECESSITÀ,Ispezione effettuata in condizioni di buona visibilità.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2038_2026-06-02_15-20-59/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2038_2026-06-02_15-20-59/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2038_2026-06-02_15-20-59/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2038_2026-06-02_15-20-59.pdf
2026-06-02T16:12:23.000Z,2042,38.19414376,13.32169236,VII,Partanna Mondello,Partanna Mondello,7.93,1.97,OP-05,Carlo Verdi,Operatore,16:12:00,Si,Si,No,STATO DI NECESSITÀ,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2042_2026-06-02_16-12-23/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2042_2026-06-02_16-12-23/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2042_2026-06-02_16-12-23/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2042_2026-06-02_16-12-23.pdf
2026-06-02T17:13:09.000Z,2056,38.19305883,13.32676201,VII,Partanna Mondello,Partanna Mondello,11.4,2.44,OP-05,Carlo Verdi,Operatore,17:13:00,Si,No,Si,STATO DI NECESSITÀ,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2056_2026-06-02_17-13-09/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2056_2026-06-02_17-13-09/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2056_2026-06-02_17-13-09/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2056_2026-06-02_17-13-09.pdf
2026-06-02T18:01:12.000Z,2059,38.19410433,13.32170799,VII,Partanna Mondello,Partanna Mondello,7.69,1.86,OP-05,Carlo Verdi,Operatore,18:01:00,Si,Si,Si,STATO DI NECESSITÀ,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2059_2026-06-02_18-01-12/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2059_2026-06-02_18-01-12/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2059_2026-06-02_18-01-12/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2059_2026-06-02_18-01-12.pdf
2026-06-02T18:46:33.000Z,2136,38.09288667,13.36052308,III,Villagrazia - Falsomiele,Falsomiele Borgo Ulivia,7.51,0.97,OP-05,Carlo Verdi,Operatore,18:46:00,Si,No,Si,SOSPENDERE,"Nido rilevato a circa 4 m dal suolo, sul lato est.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2136_2026-06-02_18-46-33/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2136_2026-06-02_18-46-33/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2136_2026-06-02_18-46-33/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2136_2026-06-02_18-46-33.pdf
2026-06-02T19:35:23.000Z,2224,38.08388334,13.36110934,III,Villagrazia - Falsomiele,Bonagia,10.4,0.49,OP-05,Carlo Verdi,Operatore,19:35:00,No,No,No,NEGATIVO,"Chioma densa, visibilità ridotta nella parte alta.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2224_2026-06-02_19-35-23/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2224_2026-06-02_19-35-23/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2224_2026-06-02_19-35-23/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2224_2026-06-02_19-35-23.pdf
2026-06-02T20:32:51.000Z,2235,38.08356842,13.36014148,III,Villagrazia - Falsomiele,Bonagia,8.13,1.25,OP-05,Carlo Verdi,Operatore,20:32:00,Si,No,Si,STATO DI NECESSITÀ,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2235_2026-06-02_20-32-51/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2235_2026-06-02_20-32-51/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2235_2026-06-02_20-32-51/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2235_2026-06-02_20-32-51.pdf
2026-06-02T21:30:14.000Z,2270,38.08400114,13.36192685,III,Villagrazia - Falsomiele,Bonagia,2.01,,OP-05,Carlo Verdi,Operatore,21:30:00,Si,No,No,STATO DI NECESSITÀ,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2270_2026-06-02_21-30-14/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2270_2026-06-02_21-30-14/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2270_2026-06-02_21-30-14/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2270_2026-06-02_21-30-14.pdf
2026-06-02T22:08:42.000Z,2331,38.09143783,13.35737438,III,Villagrazia - Falsomiele,Falsomiele Borgo Ulivia,17.19,1.5,OP-05,Carlo Verdi,Operatore,22:08:00,No,No,No,NEGATIVO,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2331_2026-06-02_22-08-42/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2331_2026-06-02_22-08-42/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2331_2026-06-02_22-08-42/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2331_2026-06-02_22-08-42.pdf
2026-06-02T23:09:52.000Z,2524,38.08871778,13.35614815,III,Villagrazia - Falsomiele,Falsomiele Borgo Ulivia,13.91,1.5,OP-05,Carlo Verdi,Operatore,23:09:00,Si,No,Si,SOSPENDERE,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2524_2026-06-02_23-09-52/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2524_2026-06-02_23-09-52/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2524_2026-06-02_23-09-52/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2524_2026-06-02_23-09-52.pdf
2026-06-02T23:50:56.000Z,2553,38.08846695,13.35810875,III,Villagrazia - Falsomiele,Falsomiele Borgo Ulivia,6.6,2.03,OP-05,Carlo Verdi,Operatore,23:50:00,Si,No,Si,SOSPENDERE,Nessuna nota aggiuntiva.,Carlo Verdi,Mario Bianchi,,,,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2553_2026-06-02_23-50-56.pdf
2026-06-03T00:54:04.000Z,2626,38.08542622,13.3616546,III,Villagrazia - Falsomiele,Bonagia,19.39,2.25,OP-05,Carlo Verdi,Operatore,00:54:00,Si,No,Si,STATO DI NECESSITÀ,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2626_2026-06-03_00-54-04/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2626_2026-06-03_00-54-04/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2626_2026-06-03_00-54-04/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2626_2026-06-03_00-54-04.pdf
2026-06-03T01:33:17.000Z,2675,38.09282843,13.35893517,III,Villagrazia - Falsomiele,Falsomiele Borgo Ulivia,9,1.52,OP-05,Carlo Verdi,Operatore,01:33:00,Si,Si,Si,SOSPENDERE,Andirivieni osservato per circa 10 minuti.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2675_2026-06-03_01-33-17/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2675_2026-06-03_01-33-17/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2675_2026-06-03_01-33-17/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2675_2026-06-03_01-33-17.pdf
2026-06-03T02:22:19.000Z,2746,38.09078889,13.35885057,III,Villagrazia - Falsomiele,Falsomiele Borgo Ulivia,8.12,1.94,OP-05,Carlo Verdi,Operatore,02:22:00,Si,No,No,NEGATIVO,,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2746_2026-06-03_02-22-19/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2746_2026-06-03_02-22-19/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2746_2026-06-03_02-22-19/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2746_2026-06-03_02-22-19.pdf
2026-06-03T03:13:38.000Z,2775,38.20272961,13.31835892,VII,Partanna Mondello,Partanna Mondello,8.89,1.34,OP-05,Carlo Verdi,Operatore,03:13:00,Si,Si,No,SOSPENDERE,"Chioma densa, visibilità ridotta nella parte alta.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2775_2026-06-03_03-13-38/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2775_2026-06-03_03-13-38/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2775_2026-06-03_03-13-38/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2775_2026-06-03_03-13-38.pdf
2026-06-03T04:10:51.000Z,2797,38.20257333,13.31847688,VII,Partanna Mondello,Partanna Mondello,4.57,1.84,OP-05,Carlo Verdi,Operatore,04:10:00,Si,Si,No,STATO DI NECESSITÀ,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2797_2026-06-03_04-10-51/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2797_2026-06-03_04-10-51/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2797_2026-06-03_04-10-51/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2797_2026-06-03_04-10-51.pdf
2026-06-03T04:57:06.000Z,2858,38.19376215,13.31231066,VII,Partanna Mondello,Partanna Mondello,9.62,1.6,OP-05,Carlo Verdi,Operatore,04:57:00,Si,Si,Si,SOSPENDERE,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2858_2026-06-03_04-57-06/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2858_2026-06-03_04-57-06/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2858_2026-06-03_04-57-06/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2858_2026-06-03_04-57-06.pdf
2026-06-03T05:57:22.000Z,2892,38.19374136,13.31340369,VII,Partanna Mondello,Partanna Mondello,4.59,1.6,OP-05,Carlo Verdi,Operatore,05:57:00,No,Si,Si,SOSPENDERE,,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2892_2026-06-03_05-57-22/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2892_2026-06-03_05-57-22/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2892_2026-06-03_05-57-22/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2892_2026-06-03_05-57-22.pdf
2026-06-03T06:42:00.000Z,2893,38.19377744,13.31337371,VII,Partanna Mondello,Partanna Mondello,2.96,1.14,OP-05,Carlo Verdi,Operatore,06:42:00,Si,Si,Si,SOSPENDERE,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2893_2026-06-03_06-42-00/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2893_2026-06-03_06-42-00/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2893_2026-06-03_06-42-00/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2893_2026-06-03_06-42-00.pdf
2026-06-03T07:30:24.000Z,2904,38.19335468,13.31373555,VII,Partanna Mondello,Partanna Mondello,3.54,1.57,OP-05,Carlo Verdi,Operatore,07:30:00,No,Si,No,SOSPENDERE,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2904_2026-06-03_07-30-24/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2904_2026-06-03_07-30-24/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2904_2026-06-03_07-30-24/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2904_2026-06-03_07-30-24.pdf
2026-06-03T08:18:10.000Z,2929,38.1939063,13.31892449,VII,Partanna Mondello,Partanna Mondello,7.13,2.3,OP-05,Carlo Verdi,Operatore,08:18:00,No,Si,No,NEGATIVO,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2929_2026-06-03_08-18-10/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2929_2026-06-03_08-18-10/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/2929_2026-06-03_08-18-10/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/2929_2026-06-03_08-18-10.pdf
2026-06-03T09:16:00.000Z,3012,38.19715506,13.33023741,VII,Partanna Mondello,Partanna Mondello,6.85,1.45,OP-05,Carlo Verdi,Operatore,09:16:00,No,Si,No,NEGATIVO,Nessuna nota aggiuntiva.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3012_2026-06-03_09-16-00/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3012_2026-06-03_09-16-00/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3012_2026-06-03_09-16-00/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3012_2026-06-03_09-16-00.pdf
2026-06-03T10:06:23.000Z,3017,38.19757044,13.33114781,VII,Partanna Mondello,Partanna Mondello,7.9,1.49,OP-05,Carlo Verdi,Operatore,10:06:00,Si,No,Si,SOSPENDERE,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3017_2026-06-03_10-06-23/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3017_2026-06-03_10-06-23/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3017_2026-06-03_10-06-23/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3017_2026-06-03_10-06-23.pdf
2026-06-03T11:07:01.000Z,3018,38.19703497,13.33160513,VII,Partanna Mondello,Partanna Mondello,16.06,8.57,OP-05,Carlo Verdi,Operatore,11:07:00,Si,Si,Si,SOSPENDERE,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3018_2026-06-03_11-07-01/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3018_2026-06-03_11-07-01/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3018_2026-06-03_11-07-01/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3018_2026-06-03_11-07-01.pdf
2026-06-03T11:45:59.000Z,3023,38.19726951,13.3298717,VII,Partanna Mondello,Partanna Mondello,6.59,1.96,OP-05,Carlo Verdi,Operatore,11:45:00,No,Si,Si,SOSPENDERE,Ispezione effettuata in condizioni di buona visibilità.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3023_2026-06-03_11-45-59/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3023_2026-06-03_11-45-59/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3023_2026-06-03_11-45-59/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3023_2026-06-03_11-45-59.pdf
2026-06-03T12:34:27.000Z,3037,38.19837946,13.33008774,VII,Partanna Mondello,Partanna Mondello,7.2,0.77,OP-05,Carlo Verdi,Operatore,12:34:00,No,No,No,NEGATIVO,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3037_2026-06-03_12-34-27/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3037_2026-06-03_12-34-27/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3037_2026-06-03_12-34-27/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3037_2026-06-03_12-34-27.pdf
2026-06-03T13:40:16.000Z,3085,38.19873042,13.32935607,VII,Partanna Mondello,Partanna Mondello,6.98,0.92,OP-05,Carlo Verdi,Operatore,13:40:00,No,No,Si,NEGATIVO,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3085_2026-06-03_13-40-16/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3085_2026-06-03_13-40-16/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3085_2026-06-03_13-40-16/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3085_2026-06-03_13-40-16.pdf
2026-06-03T14:16:09.000Z,3107,38.19683942,13.33168682,VII,Partanna Mondello,Partanna Mondello,3.66,0.14,OP-05,Carlo Verdi,Operatore,14:16:00,Si,No,No,STATO DI NECESSITÀ,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3107_2026-06-03_14-16-09/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3107_2026-06-03_14-16-09/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3107_2026-06-03_14-16-09/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3107_2026-06-03_14-16-09.pdf
2026-06-03T15:21:46.000Z,3125,38.19766546,13.32127012,VII,Partanna Mondello,Partanna Mondello,8.24,2.23,OP-05,Carlo Verdi,Operatore,15:21:00,Si,Si,No,STATO DI NECESSITÀ,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3125_2026-06-03_15-21-46/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3125_2026-06-03_15-21-46/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3125_2026-06-03_15-21-46/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3125_2026-06-03_15-21-46.pdf
2026-06-03T15:57:18.000Z,3126,38.19856625,13.32188189,VII,Partanna Mondello,Partanna Mondello,9.3,3.25,OP-05,Carlo Verdi,Operatore,15:57:00,Si,No,Si,STATO DI NECESSITÀ,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3126_2026-06-03_15-57-18/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3126_2026-06-03_15-57-18/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3126_2026-06-03_15-57-18/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3126_2026-06-03_15-57-18.pdf
2026-06-03T16:56:53.000Z,3219,38.20013185,13.3280731,VII,Partanna Mondello,Partanna Mondello,12,7.33,OP-05,Carlo Verdi,Operatore,16:56:00,No,No,Si,STATO DI NECESSITÀ,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3219_2026-06-03_16-56-53/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3219_2026-06-03_16-56-53/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3219_2026-06-03_16-56-53/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3219_2026-06-03_16-56-53.pdf
2026-06-03T17:55:36.000Z,3224,38.1989157,13.32763771,VII,Partanna Mondello,Partanna Mondello,14.99,1.95,OP-05,Carlo Verdi,Operatore,17:55:00,No,No,Si,NEGATIVO,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3224_2026-06-03_17-55-36/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3224_2026-06-03_17-55-36/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3224_2026-06-03_17-55-36/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3224_2026-06-03_17-55-36.pdf
2026-06-03T18:38:10.000Z,3305,38.19833621,13.32694939,VII,Partanna Mondello,Partanna Mondello,16.9,0.4,OP-05,Carlo Verdi,Operatore,18:38:00,No,Si,Si,SOSPENDERE,"Chioma densa, visibilità ridotta nella parte alta.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3305_2026-06-03_18-38-10/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3305_2026-06-03_18-38-10/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/3305_2026-06-03_18-38-10/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/3305_2026-06-03_18-38-10.pdf
